freqs:,k index,kx/2pi,ky/2pi,kz/2pi,kmag/2pi,band 0,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9
freqs:,1,0,0,0,0,-nan,-nan,-nan,0.998999,0.998999,0.998999,0.998999,0.998999,0.998999,0.998999,0.998999,1.41367,1.41367,1.41367,1.41367,1.41367
