freqs:,k index,kx/2pi,ky/2pi,kz/2pi,kmag/2pi,band 0,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9
freqs:,1,0,0.5,0,0.5,0.499827,0.499827,1.11793,1.11793,1.49531,1.49531,1.80482,2.0533,2.47811,3.4392
