freqs:,k index,kx/2pi,ky/2pi,kz/2pi,kmag/2pi,band 0,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9
freqs:,1,0,0,0,0,0.0478668,0.0494787,0.0542997,0.540648,0.564506,0.564802,0.591328,0.591594,0.601803,0.628434,0.628547,0.628878,0.629315,0.633584,0.647694,0.661429,0.72922,0.730233,0.765683
